job_name,company_name,location,exp_level,exp_years,skills
Senior Marketing Executive,ATRIC Developments,Heliopolis,Full Time,Experienced,3 - 5 Yrs of Exp
SMT Quality Section Head,Methode Electronics Egypt,Cairo,Full Time,Experienced,4 - 6 Yrs of Exp
Electrical Engineer,Target for Chemicals industry and trade,Bourj Alarab,Full Time,Experienced,3 - 5 Yrs of Exp
3D designer,Touch Media International,Cairo,Full Time,Experienced,1 - 3 Yrs of Exp
Receptionist and Secretary,ECRAL,Nasr City,Full Time,Experienced,1 - 4 Yrs of Exp
Senior Odoo Functional Consultant,OdooTec,New Cairo,Full Time,Experienced,2+ Yrs of Exp
Odoo Presales Consultant,OdooTec,New Cairo,Full Time,Experienced,2+ Yrs of Exp
Supervisor (Logistics),Ostool Transport,6th of October,Full Time,Experienced,5 - 7 Yrs of Exp
Project Manager,Rowad Modern Engineering,Damanhour,Full Time,Manager,20 - 20 Yrs of Exp
Scrum Master - between EGY & KSA,Ejada ,Cairo,Full Time,Experienced,8+ Yrs of Exp
Purchasing Executive,Confidential,Downtown,Full Time,Experienced,1 - 5 Yrs of Exp
Full stack Senior .net core Developer,Syscodeia,New Cairo,Full Time,Experienced,3 - 7 Yrs of Exp
Lead Senior Project Engineer,Jacobs,Riyadh,Full Time,Not specified,IT/Software Development
"Cluster Security Manager (Saudi Arabian/GCC national), DCC Communities",Amazon Web Services (AWS),Riyadh,Full Time,Experienced,Administration
Sales Development Representative SDR,LAWAZEM | لوازم,Riyadh,Full Time,Entry Level,Business Development
IT Purchasing Manager,LAWAZEM | لوازم,Riyadh,Full Time,Entry Level,IT/Software Development
Trainer - Toyota Global Content Program (TGCP),Abdullah Abdulghani & Bros.Co. (AAB),Doha,Full Time,Experienced,5+ Yrs of Exp
Graphic Designer,Mazaya,New Cairo,Part Time,Experienced,2 - 3 Yrs of Exp
Receptionist,Uptown International School UISEgypt,Mokattam,Full Time,Experienced,2 - 4 Yrs of Exp
Marketing & Events Coordinator,Confidential,Cairo,Part Time,Entry Level,1 - 3 Yrs of Exp
Clinical Pharmacist- Al Shorouk Hospital,Cleopatra Hospitals Group,Giza,Full Time,Entry Level,2 - 3 Yrs of Exp
Senior NET Developer,Integrated Technology Group,Heliopolis,Full Time,Senior Management,3 - 7 Yrs of Exp
Accounts Payable Accountant,The Translation Gate,Maadi,Full Time,Experienced,2 - 3 Yrs of Exp
HR Operations Specialist,Kandil Industries,10th of Ramadan City,Full Time,Experienced,2 - 4 Yrs of Exp
Maintenance Engineer,Barns,Makkah,Full Time,Entry Level,Installation/Maintenance/Repair
Real Estate Agent,Broad Lanes ,New Cairo,Full Time,Entry Level,0 - 2 Yrs of Exp
Real Estate Consultant,Broad Lanes ,New Cairo,Full Time,Experienced,3 - 5 Yrs of Exp
Real Estate Teamleader,Broad Lanes ,New Cairo,Full Time,Experienced,5 - 7 Yrs of Exp
Real Estate Broker,Broad Lanes ,New Cairo,Full Time,Experienced,8 - 10 Yrs of Exp
Receivable Accountant,The Translation Gate,Maadi,Full Time,Experienced,1 - 3 Yrs of Exp
Office Manager,Shiny White Dental Center ,Cairo,Full Time,Experienced,3 - 5 Yrs of Exp
Call center / Telesales Agent /Fluent English Speakers Only /Cairo Residents Only,Premium Ranks,Maadi,Full Time,Entry Level,1+ Yrs of Exp
Quality System Engineer,SE Wiring Systems EGYPT,6th of October,Full Time,Experienced,1 - 2 Yrs of Exp
Restaurants Supply Chain Manager,Confidential,New Cairo,Full Time,Manager,7 - 10 Yrs of Exp
International Call Center / Telesales Agent /Fluent English Speakers Only /Cairo Residents Only,Premium Ranks,Maadi,Full Time,Entry Level,1+ Yrs of Exp
Data Entry Clerk,Methode Electronics Egypt,Nasr City,Part Time,Entry Level,1 - 1 Yrs of Exp
Export Area Sales Manager,Goldentex,10th of Ramadan City,Full Time,Experienced,5 - 8 Yrs of Exp
Document Controller,A-Squared,New Cairo,Full Time,Experienced,4 - 6 Yrs of Exp
Social Media Marketing Manager,Asia Furniture,Heliopolis,Full Time,Experienced,4 - 6 Yrs of Exp
Maintenance Engineer,Methode Electronics Egypt,Nasr City,Full Time,Experienced,3 - 5 Yrs of Exp
RWJD- Front Desk Night Supervisor,Rosewood Jeddah,Makkah,Full Time,Experienced,Administration
Online Programmer,Steer Studios,Riyadh,Full Time,Experienced,Marketing/PR/Advertising
Editorial Content Director,Steer Studios,Riyadh,Full Time,Manager,Writing/Editorial
Fitout Project Engineer,Nuzul Interiors,Riyadh,Full Time,Entry Level,Engineering - Construction/Civil/Architecture
Customer Service Principle,Methode Electronics Egypt,Nasr City,Full Time,Manager,8 - 10 Yrs of Exp
Hospitality Supervisor- Al Shourok Hospital,Cleopatra Hospitals Group,Mohandessin,Full Time,Experienced,3 - 5 Yrs of Exp
Marketing Team Lead,PICO,Zamalek,Full Time,Manager,7 - 10 Yrs of Exp
Junior IT Support Specialist,Steer Studios,Riyadh,Full Time,Entry Level,Installation/Maintenance/Repair
Facilities Manager,Caliberly,Kuwait City,Full Time,Experienced,Administration
VOIS - IE account - Customer Service Representative,_VOIS Egypt,Cairo,Full Time,Entry Level,Customer Service/Support
Customer Support Representative,SURE International Technology,Nasr City,Full Time,Entry Level,0 - 2 Yrs of Exp
R&D Supervisor - Zeta Pharma,Confidential,Alsadat City,Full Time,Experienced,5 - 7 Yrs of Exp
IT Support Specialist,INDEVCO,Alsadat City,Full Time,Entry Level,1 - 3 Yrs of Exp
Director | Financial Services,Deloitte,Riyadh,Full Time,Manager,Accounting/Finance
Full Stack .Net Developer,Orient Egypt,Dokki,Full Time,Experienced,3 - 6 Yrs of Exp
SEO Specialist (Remote),Winged Recruitment,Doha,Full Time,Entry Level,Writing/Editorial
Online Advertising Specialist (Remote),Winged Recruitment,Riyadh,Full Time,Entry Level,Marketing/PR/Advertising
ABAP Developer,Partner & More,Abu Rawash,Full Time,Entry Level,2 - 5 Yrs of Exp
Content Writer (Remote),Winged Recruitment,Riyadh,Full Time,Entry Level,Writing/Editorial
Junior Financial Analyst (Remote),Winged Recruitment,Riyadh,Full Time,Entry Level,Accounting/Finance
HR Consultant (Remote),Winged Recruitment,Riyadh,Full Time,Experienced,Human Resources
Junior Business Analyst (Remote),Winged Recruitment,Doha,Full Time,Entry Level,IT/Software Development
Junior Customer Support Specialist (Remote),Winged Recruitment,Doha,Full Time,Entry Level,Customer Service/Support
HR Recruitment Coordinator (Remote),Winged Recruitment,Doha,Full Time,Entry Level,Accounting/Finance
finishing site engineer,MOMENTUM,Cairo,Full Time,Experienced,4 - 7 Yrs of Exp
Security Manager,Caliberly,Kuwait City,Full Time,Experienced,Administration
SCADA Telecom Engineer (Saudi National),Thales Group,Riyadh,Full Time,Not specified,IT/Software Development
Activities Manager (School - Sport & Non Sport),Fortes Holdings,Dubai,Full Time,Entry Level,Marketing/PR/Advertising
Graphic Designer,Fortes Holdings,Dubai,Full Time,Entry Level,Creative/Design/Art
Accountant,EHSS Careers,Dubai,Full Time,Experienced,Accounting/Finance
National Programme Associate,UNDP Careers,Riyadh,Full Time,Entry Level,Accounting/Finance
Construction Manager,PRIME IMMIGRATION LTD,Dubai,Full Time,Experienced,Accounting/Finance
Hiring for Housekeeping Supervisor,PRIME IMMIGRATION LTD,Dubai,Full Time,Experienced,Administration
Data Clerk (Remote),Winged Recruitment,Riyadh,Full Time,Entry Level,Administration
job for Warehouse Manager,PRIME IMMIGRATION LTD,Dubai,Full Time,Experienced,Logistics/Supply Chain
Project Manager (Remote),Winged Recruitment,Riyadh,Full Time,Entry Level,Engineering - Construction/Civil/Architecture
Social Media Manager (Remote),Winged Recruitment,Riyadh,Full Time,Experienced,Writing/Editorial
Merchandiser,PRIME IMMIGRATION LTD,Dubai,Full Time,Entry Level,Creative/Design/Art
Database Administrator (Remote),Winged Recruitment,Riyadh,Full Time,Entry Level,Installation/Maintenance/Repair
Content Marketer (Remote),Winged Recruitment,Doha,Full Time,Experienced,Writing/Editorial
Junior Communications Consultant (Remote),Winged Recruitment,Riyadh,Full Time,Experienced,IT/Software Development
Procurement Functional Leader,JobIn,Riyadh,Full Time,Experienced,IT/Software Development
Junior Information Security Analyst (Remote),Winged Recruitment,Doha,Full Time,Entry Level,IT/Software Development
Receptionist & Administrative Officer,Fortes Holdings,Dubai,Full Time,Entry Level,Administration
Junior Technical Support Analyst (Remote),Winged Recruitment,Riyadh,Full Time,Entry Level,Customer Service/Support
Registered Nurse- Aged Care,COLLAR®,Riyadh,Full Time,Experienced,Administration
Talent Acquisition Coordinator (Remote),Winged Recruitment,Doha,Full Time,Entry Level,Administration
General Cashier,Millennium Hotels and Resorts MEA,Kuwait City,Full Time,Entry Level,Accounting/Finance
RETAIL SALES CONSULTANT (NEW VEHICLES),Kuwait Automotive Imports Company,Kuwait City,Full Time,Experienced,Business Development
Medical Visit Manager UAE,L'Oréal,Dubai,Full Time,Not specified,Medical/Healthcare
Office Assistant,AE Hiring,Dubai,Full Time,Entry Level,Administration
Commercial Manager (To be based in Saudi Arabia),Kuok Group Singapore,Riyadh,Full Time,Not specified,Business Development
Project Accountant,National Security Services,Riyadh,Full Time,Not specified,Accounting/Finance
"Senior Specialist, Implementation Engineer",Checkout.com,Riyadh,Full Time,Not specified,Engineering - Construction/Civil/Architecture
Business Development Head,Jobskey Consultancy,Riyadh,Full Time,Not specified,Business Development
IT Support Engineer,Kazamer Tax Consultant,Dubai,Full Time,Entry Level,Installation/Maintenance/Repair
Video Editor: Documentary/Reality TV Show,MIRA- Search,Dubai,Full Time,Not specified,Creative/Design/Art
HORECA Sales Executive,MIRA- Search,Dubai,Full Time,Not specified,Business Development
Export Sales Executive,MIRA- Search,Dubai,Full Time,Not specified,Business Development
Water Quality Specialist,National Water Company,Riyadh,Full Time,Not specified,R&D/Science
Accounts and Finance Lead (CA),Accounting Baba,Dubai,Full Time,Not specified,Accounting/Finance
AI Integration Analyst,Middlesex University Duba,Dubai,Full Time,Not specified,IT/Software Development
Accounts Executive (Al Quoz),Accounting Baba,Dubai,Full Time,Not specified,Customer Service/Support
Arabic Copywriter,Middlesex University Duba,Dubai,Full Time,Not specified,Writing/Editorial
Sales Intern,Middlesex University Duba,Dubai,Full Time,Not specified,Business Development
Student Activities Graphic Design Intern,Middlesex University Duba,Dubai,Full Time,Not specified,Creative/Design/Art
Technical Project Management (TPM) Intern 2,Middlesex University Duba,Dubai,Full Time,Not specified,Engineering - Construction/Civil/Architecture
Warehouse Storekeeper,Hatchfit Physiotherapy Clinic,Dubai,Full Time,Entry Level,Administration
Business Analyst,Middlesex University Duba,Dubai,Full Time,Not specified,IT/Software Development
Legal Intern,Middlesex University Duba,Dubai,Full Time,Not specified,Accounting/Finance
Business Development Manager,Middlesex University Duba,Dubai,Full Time,Not specified,Business Development
Customer Service Representative - Female,Bestax Chartered Accountants,Dubai,Full Time,Experienced,Customer Service/Support
Accountant,Hatchfit Physiotherapy Clinic,Dubai,Full Time,Experienced,Accounting/Finance
Secondary Art and Design Teacher - Aug 2024 - Kuwait,Randstad UK,Kuwait City,Full Time,Entry Level,Creative/Design/Art
Civil Project Engineer,Nuzul Interiors,Riyadh,Full Time,Entry Level,Engineering - Construction/Civil/Architecture
Sales Expert - Female,Bestax Chartered Accountants,Dubai,Full Time,Experienced,Sales/Retail
Wathab Engineer 1 (Civil Engineer),International Committee of the Red Cross,Riyadh,Full Time,Experienced,Installation/Maintenance/Repair
Wathab Engineer 1 (Water Engineer),International Committee of the Red Cross,Riyadh,Full Time,Experienced,Installation/Maintenance/Repair
Senior Frontend Engineer - React JS,Tagaddod,Cairo,Full Time,Not specified,IT/Software Development
Financial Accountant,Sarhan Inc,Cairo,Full Time,Not specified,Accounting/Finance
Financial Senior Analysis,Jamjoom Pharma,Cairo,Full Time,Not specified,Accounting/Finance
Engineering Manager,Kalasko,Cairo,Full Time,Not specified,Engineering - Construction/Civil/Architecture
Lead Generation Department Manager,UPGRADE,Cairo,Full Time,Not specified,Marketing/PR/Advertising
R&D Operations Assistant,Reckitt Benckiser,Dubai,Full Time,Not specified,R&D/Science
Senior Document Controller,El Soadaa Group,Cairo,Full Time,Manager,Administration
Telecome Engineer,Thales,Cairo,Full Time,Not specified,Installation/Maintenance/Repair
QA QC Engineer - Marine Experienced,Dutco Interiors,Dubai,Full Time,Entry Level,IT/Software Development
Marketing Executive,SHEIN,Dubai,Full Time,Not specified,Marketing/PR/Advertising
Senior Backend Developer - Laravel,Confidential,Sheraton,Full Time,Experienced,3 - 5 Yrs of Exp
Media Buyer,Confidential,Sheraton,Full Time,Experienced,2 - 4 Yrs of Exp
Applied Scientist - NLP,Core42,Dubai,Full Time,Entry Level,IT/Software Development
"Director, Legal – Middle East & Africa (Hybrid)",Insulet Corporation,Dubai,Full Time,Manager,IT/Software Development
Commis Butchery,AWJ,Dubai,Full Time,Entry Level,Hospitality/Hotels/Food Services
"Sales Director, MEA",Sabre Corporation,Dubai,Freelance / Project,Manager,Operations/Management
Relocate to the UK - Qualified Psychiatrist,Sanctuary International,Riyadh,Full Time,Experienced,Sales/Retail
Logistics Process Analyst,Wallenius Wilhelmsen,Dubai,Freelance / Project,Not specified,Business Development
Fresh Graduate in Science in Industrial and Systems Engineering,TechnipFMC,Riyadh,Full Time,Entry Level,Installation/Maintenance/Repair
Configuration Management Specialist,EDGE,Dubai,Full Time,Entry Level,Customer Service/Support
Telesales Representative,Contacts+ Spike,Cairo,Full Time,Entry Level,Business Development
Pediatric Staff Nurse - ICU (European Language Speaker),Black Pearl Consult,Dubai,Full Time,Experienced,Medical/Healthcare
Part Time Morning Customer Service Representative,Planet Fitness,Dubai,Part Time,Entry Level,Customer Service/Support
Coffee Specialist Boutique- Dubai,Nestlé Nespresso SA,Dubai,Full Time,Entry Level,Writing/Editorial
Shipping & Clearance Representative,Transmed,Dubai,Full Time,Experienced,Logistics/Supply Chain
Coating Operator,GE Vernova,Riyadh,Full Time,Entry Level,R&D/Science
Global Field Service Engineer (Qatar),Belcan,Kuwait City,Full Time,Entry Level,Installation/Maintenance/Repair
Multitasking Operations Intern (English & Arabic),TA telecom,Maadi,Internship,Entry Level,0 - 1 Yrs of Exp
Graphic Designer,TA telecom,Maadi,Full Time,Entry Level,1 - 2 Yrs of Exp
Project Manager,NADIM,Abu Rawash,Full Time,Experienced,5+ Yrs of Exp
Noc engineer,AMC,Abdeen,Full Time,Entry Level,0 - 3 Yrs of Exp
AI & Data Science Python Developer Intern,Sequel Solutions,Cairo,Internship,Student,0 - 1 Yrs of Exp
Full Stack Developer - Remote,Sequel Solutions,Cairo,Internship,Student,0 - 1 Yrs of Exp
Pediatric Staff Nurse - Operating Room 'OR' (European Language Speaker),Black Pearl Consult,Dubai,Full Time,Experienced,Medical/Healthcare
Reservations Manager,Centro Hotels by Rotana,Riyadh,Full Time,Experienced,Customer Service/Support
Sales Development Representative - KSA,Aumet,Cairo,Full Time,Entry Level,Business Development
Head Chef - Mediterranean,MDAR Food Company,Dubai,Full Time,Manager,Hospitality/Hotels/Food Services
Guest Experience Specialist,Stella Stays,Cairo,Full Time,Entry Level,Administration
Patient Experience Officer - Sign Language Specialist,Dr.Soliman Fakeeh Hospital Jeddah,Makkah,Full Time,Entry Level,Administration
Accountant (Accounts Payable),Park Hyatt,Dubai,Full Time,Entry Level,Accounting/Finance
Reservations Agent,Centro Hotels by Rotana,Riyadh,Full Time,Entry Level,Customer Service/Support
Assistant Manager- Outlet (Arabic speaker),Grand Hyatt,Doha,Full Time,Experienced,Administration
Commis I - Butchery,The First Group,Dubai,Full Time,Entry Level,Customer Service/Support
Senior Solutions Architect,Picus Security,Cairo,Full Time,Experienced,Engineering - Construction/Civil/Architecture
Chef De Cuisine,Grand Hyatt,Doha,Full Time,Experienced,Accounting/Finance
social media  marketing speciallist,IDSCCC,Alexandria,Full Time,Entry Level,Creative/Design/Art
Teacher Assistant,Reap HR,Dubai,Full Time,Entry Level,Administration
OCN/LN Monitor (Escort) *** OCONUS *** Qatar,Intrepid,Doha,Full Time,Entry Level,Accounting/Finance
graphic designer,IDSCCC,Alexandria,Full Time,Entry Level,Creative/Design/Art
Data Entry Assistant (100% Remote),VideoCustomizer,Dubai,Full Time,Not specified,Administration
Outlet Team Leader- Arabic speaker,Grand Hyatt,Doha,Full Time,Experienced,Customer Service/Support
Data Entry Assistant (100% Remote),Media Rights,Dubai,Full Time,Not specified,Administration
Pediatric Staff Nurse - Emergency Room 'ER' (European Language Speaker),Black Pearl Consult,Dubai,Full Time,Experienced,Medical/Healthcare
Financial Planning Assistant Manager,SAVOLA,Nasr City,Full Time,Experienced,1 - 3 Yrs of Exp
Telesales Representative,Seven P,Dokki,Part Time,Entry Level,1 - 3 Yrs of Exp
Recruitment Specialist,HLPR,Maadi,Internship,Entry Level,Human Resources
English Speaking Admin Assistant: Business Operations,Pharris Real Estate Enterprises,Richmond,Full Time,Experienced,2 - 20 Yrs of Exp
"Enterprise Account Manager, Middle East Public Sector",Amazon Web Services (AWS),Kuwait City,Full Time,Experienced,Accounting/Finance
QNB2832-Senior Vice President Financial Budgeting & Business Planning,QNB Group,Doha,Full Time,Senior Management,Accounting/Finance
Human Resources Coordinator,Intouch CX ,Maadi,Full Time,Experienced,1 - 4 Yrs of Exp
Quality Assurance Supervisor,GB Corp,Suez,Full Time,Experienced,3 - 6 Yrs of Exp
Inventory Accountant,BHF,Haram,Full Time,Experienced,3 - 7 Yrs of Exp
B2B Sales specialist,Horeca Star,Giza,Full Time,Experienced,2 - 4 Yrs of Exp
Public Relations Manager,El Reefy Trading ,Cairo,Full Time,Manager,6 - 10 Yrs of Exp
Quality Engineer - Giza,SE Wiring Systems EGYPT,6th of October,Full Time,Entry Level,0 - 1 Yrs of Exp
